Row Number,MAC Address,Channel Name,Partial Service,Frequency (MHz),Modulation,Status,Tx Power (dBmV),Rx Power (dBmV),Attenuation (dB),MER (dB),SNR (dB),SNR Deviation (σ),CCER+CER (%),CER (%),Spectral Response (dB),Composite Equalization [NMTER] (dB),Group Response [PREMTTER] (dB),Echo Response [POSTMTTER] (dB),Deviation of Echo Response (σ),Latest Proactive Scan,Latest Outage Scan
2969,08:7E:64:3C:32:F4,Integrated-Cable1/0/3-downstream23,none,741,QAM-256,Online,N/A,-0.6,N/A,39.8,39.8,0.4,0,0,35,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
2970,08:7E:64:3C:32:F4,Integrated-Cable1/0/3-downstream24,none,747,QAM-256,Online,N/A,-0.4,N/A,39.8,39.8,0.4,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
2971,EC:BE:DD:B0:53:D8,Integrated-Cable1/0/3-downstream30,none,831,QAM-256,Online,N/A,-1.5,N/A,39.8,39.8,0.4,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
2972,38:3F:B3:C0:8A:FC,Integrated-Cable1/0/3-downstream12,none,675,QAM-256,Online,N/A,-3.9,N/A,39.7,39.8,0.1,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
2973,38:3F:B3:C0:8A:FC,Integrated-Cable1/0/3-downstream30,none,831,QAM-256,Online,N/A,-5,N/A,39.8,39.8,0.1,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
2974,38:3F:B3:C0:8A:FC,Integrated-Cable1/0/3-downstream31,none,837,QAM-256,Online,N/A,-5.2,N/A,39.7,39.8,0.1,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
2975,EC:BE:DD:AA:7E:7B,Integrated-Cable1/0/3-downstream29,none,825,QAM-256,Online,N/A,-0.6,N/A,39.8,39.8,0.1,0,0,32,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
2976,EC:BE:DD:AA:7E:7B,Integrated-Cable1/0/3-downstream30,none,831,QAM-256,Online,N/A,-0.5,N/A,39.8,39.8,0.1,0,0,28,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
2977,D0:6E:DE:8E:DD:E9,Integrated-Cable1/0/3-downstream0,none,603,QAM-256,Online,N/A,4.1,N/A,39.7,39.8,0.1,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
2978,D0:6E:DE:8E:DD:E9,Integrated-Cable1/0/3-downstream5,none,633,QAM-256,Online,N/A,3.9,N/A,39.6,39.8,0.1,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
2979,D0:6E:DE:8E:DD:E9,Integrated-Cable1/0/3-downstream13,none,681,QAM-256,Online,N/A,3.7,N/A,39.8,39.8,0.1,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
2980,D0:6E:DE:8E:DD:E9,Integrated-Cable1/0/3-downstream28,none,819,QAM-256,Online,N/A,4.2,N/A,39.9,39.8,0.2,0,0,25,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
2981,44:05:3F:63:58:5D,Integrated-Cable1/0/3-downstream12,none,675,QAM-256,Online,N/A,2.5,N/A,39.9,39.8,0.1,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
2982,BC:64:4B:F2:C7:52,Integrated-Cable1/0/3-downstream16,none,699,QAM-256,Online,N/A,1.3,N/A,39.8,39.8,0.4,0,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
2983,BC:64:4B:F2:C7:52,Integrated-Cable1/0/3-downstream17,none,705,QAM-256,Online,N/A,1.4,N/A,39.8,39.8,0.3,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
2984,BC:64:4B:F2:C7:52,Integrated-Cable1/0/3-downstream19,none,717,QAM-256,Online,N/A,1.6,N/A,39.8,39.8,0.3,0,0,36,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
2985,84:1E:A3:8F:39:46,Integrated-Cable1/0/3-downstream0,none,603,QAM-256,Online,N/A,11.2,N/A,39.8,39.7,0.1,0,0,28,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
2986,84:1E:A3:8F:39:46,Integrated-Cable1/0/3-downstream1,none,609,QAM-256,Online,N/A,11.3,N/A,39.6,39.7,0.2,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
2987,E4:C0:E2:13:05:4E,Integrated-Cable1/0/3-downstream2,none,615,QAM-256,Online,N/A,5.3,N/A,39.7,39.7,0.1,0,0,28,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
2988,E4:C0:E2:13:05:4E,Integrated-Cable1/0/3-downstream4,none,627,QAM-256,Online,N/A,5.4,N/A,39.7,39.7,0.1,0,0,20,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
2989,E4:C0:E2:13:05:4E,Integrated-Cable1/0/3-downstream28,none,819,QAM-256,Online,N/A,5.4,N/A,39.7,39.7,0.1,0,0,22,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
2990,58:2F:F7:0B:38:8A,Integrated-Cable1/0/0-downstream22,none,735,QAM-256,Online,N/A,-7.3,N/A,39.7,39.7,0.2,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
2991,E4:C0:E2:13:0C:A9,Integrated-Cable1/0/3-downstream1,none,609,QAM-256,Online,N/A,6.4,N/A,39.7,39.7,0.2,0,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
2992,E4:C0:E2:13:0C:A9,Integrated-Cable1/0/3-downstream5,none,633,QAM-256,Online,N/A,6.1,N/A,39.7,39.7,0.2,0,0,35,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
2993,E4:C0:E2:13:0C:A9,Integrated-Cable1/0/3-downstream6,none,639,QAM-256,Online,N/A,6.7,N/A,39.7,39.7,0.2,0,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
2994,E4:C0:E2:13:0C:A9,Integrated-Cable1/0/3-downstream7,none,645,QAM-256,Online,N/A,6.8,N/A,39.7,39.7,0.2,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
2995,E4:C0:E2:13:0C:A9,Integrated-Cable1/0/3-downstream8,none,651,QAM-256,Online,N/A,6.9,N/A,39.7,39.7,0.2,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
2996,E4:C0:E2:13:0C:A9,Integrated-Cable1/0/3-downstream31,none,837,QAM-256,Online,N/A,7.6,N/A,39.7,39.7,0.2,0,0,35,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
2997,08:7E:64:3A:EF:3C,Integrated-Cable1/0/3-downstream0,none,603,QAM-256,Online,N/A,1,N/A,39.7,39.7,0.1,0,0,28,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
2998,08:7E:64:3A:EF:3C,Integrated-Cable1/0/3-downstream1,none,609,QAM-256,Online,N/A,1,N/A,39.6,39.7,0.1,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
2999,08:7E:64:3A:EF:3C,Integrated-Cable1/0/3-downstream2,none,615,QAM-256,Online,N/A,1.1,N/A,39.7,39.7,0.1,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3000,08:7E:64:3A:EF:3C,Integrated-Cable1/0/3-downstream3,none,621,QAM-256,Online,N/A,1.2,N/A,39.7,39.7,0.1,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3001,08:7E:64:3A:EF:3C,Integrated-Cable1/0/3-downstream4,none,627,QAM-256,Online,N/A,1,N/A,39.7,39.7,0.1,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3002,08:7E:64:3A:EF:3C,Integrated-Cable1/0/3-downstream5,none,633,QAM-256,Online,N/A,0.9,N/A,39.7,39.7,0.1,0,0,28,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3003,08:7E:64:3A:EF:3C,Integrated-Cable1/0/3-downstream6,none,639,QAM-256,Online,N/A,1,N/A,39.7,39.7,0.1,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3004,08:7E:64:3A:EF:3C,Integrated-Cable1/0/3-downstream7,none,645,QAM-256,Online,N/A,0.9,N/A,39.7,39.7,0.1,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3005,08:7E:64:3A:EF:3C,Integrated-Cable1/0/3-downstream9,none,657,QAM-256,Online,N/A,0.9,N/A,39.7,39.7,0.1,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3006,08:7E:64:3A:EF:3C,Integrated-Cable1/0/3-downstream10,none,663,QAM-256,Online,N/A,0.8,N/A,39.7,39.7,0.1,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3007,08:7E:64:3A:EF:3C,Integrated-Cable1/0/3-downstream11,none,669,QAM-256,Online,N/A,0.8,N/A,39.6,39.7,0.1,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3008,08:7E:64:3A:EF:3C,Integrated-Cable1/0/3-downstream13,none,681,QAM-256,Online,N/A,0.7,N/A,39.7,39.7,0.1,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3009,08:7E:64:3A:EF:3C,Integrated-Cable1/0/3-downstream14,none,687,QAM-256,Online,N/A,0.7,N/A,39.7,39.7,0.1,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3010,08:7E:64:3A:EF:3C,Integrated-Cable1/0/3-downstream28,none,819,QAM-256,Online,N/A,0.9,N/A,39.8,39.7,0.1,0,0,27,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3011,08:7E:64:3A:EF:3C,Integrated-Cable1/0/3-downstream29,none,825,QAM-256,Online,N/A,0.8,N/A,39.7,39.7,0.1,0,0,27,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3012,84:01:12:2E:49:68,Integrated-Cable1/0/3-downstream0,none,603,QAM-256,Online,N/A,3.2,N/A,39.6,39.7,0.2,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3013,84:01:12:2E:49:68,Integrated-Cable1/0/3-downstream4,none,627,QAM-256,Online,N/A,3.4,N/A,39.6,39.7,0.2,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3014,90:58:51:73:3D:CC,Integrated-Cable1/0/3-downstream4,none,627,QAM-256,Online,N/A,-3.2,N/A,39.7,39.7,0.1,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3015,90:58:51:73:3D:CC,Integrated-Cable1/0/3-downstream9,none,657,QAM-256,Online,N/A,-3.2,N/A,39.8,39.7,0.1,0,0,32,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3016,90:58:51:73:3D:CC,Integrated-Cable1/0/3-downstream11,none,669,QAM-256,Online,N/A,-3.4,N/A,39.8,39.7,0.1,0,0,36,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3017,84:1E:A3:91:13:24,Integrated-Cable1/0/0-downstream28,none,819,QAM-256,Online,N/A,-0.3,N/A,39.8,39.7,0.1,0,0,32,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3018,84:1E:A3:91:13:24,Integrated-Cable1/0/0-downstream31,none,837,QAM-256,Online,N/A,-0.5,N/A,39.7,39.7,0.1,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3019,30:93:BC:C7:4D:D9,Integrated-Cable1/0/3-downstream0,none,603,QAM-256,Online,N/A,-1.6,N/A,39.7,39.7,0.1,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3020,30:93:BC:C7:4D:D9,Integrated-Cable1/0/3-downstream11,none,669,QAM-256,Online,N/A,-2.1,N/A,39.6,39.7,0.1,0,0,28,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3021,30:93:BC:C7:4D:D9,Integrated-Cable1/0/3-downstream20,none,723,QAM-256,Online,N/A,-2.3,N/A,39.8,39.7,0.1,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3022,30:93:BC:C7:4D:D9,Integrated-Cable1/0/3-downstream21,none,729,QAM-256,Online,N/A,-2.2,N/A,39.8,39.7,0.1,0,0,32,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3023,58:2F:F7:0C:B3:A2,Integrated-Cable1/0/3-downstream1,none,609,QAM-256,Online,N/A,-1.4,N/A,39.7,39.7,0.1,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3024,58:2F:F7:0C:B3:A2,Integrated-Cable1/0/3-downstream3,none,621,QAM-256,Online,N/A,-1.5,N/A,39.7,39.7,0.1,0,0,32,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3025,58:2F:F7:0C:B3:A2,Integrated-Cable1/0/3-downstream4,none,627,QAM-256,Online,N/A,-1.7,N/A,39.6,39.7,0.1,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3026,58:2F:F7:0C:B3:A2,Integrated-Cable1/0/3-downstream16,none,699,QAM-256,Online,N/A,-2.4,N/A,39.7,39.7,0.2,0,0,32,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3027,58:2F:F7:0C:B3:A2,Integrated-Cable1/0/3-downstream17,none,705,QAM-256,Online,N/A,-2.4,N/A,39.7,39.7,0.2,0,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3028,58:2F:F7:0C:B3:A2,Integrated-Cable1/0/3-downstream18,none,711,QAM-256,Online,N/A,-2.4,N/A,39.7,39.7,0.1,0,0,28,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3029,58:2F:F7:0C:B3:A2,Integrated-Cable1/0/3-downstream19,none,717,QAM-256,Online,N/A,-2.4,N/A,39.7,39.7,0.1,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3030,58:2F:F7:0C:B3:A2,Integrated-Cable1/0/3-downstream20,none,723,QAM-256,Online,N/A,-2.4,N/A,39.7,39.7,0.1,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3031,F4:C1:14:E8:15:5C,Integrated-Cable1/0/3-downstream13,none,681,QAM-256,Online,N/A,-0.3,N/A,39.7,39.7,0.2,0.0004,0.0003,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3032,F4:C1:14:E8:15:5C,Integrated-Cable1/0/3-downstream25,none,801,QAM-256,Online,N/A,-1.2,N/A,39.7,39.7,0.1,0.0004,0.0002,26,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3033,B8:EE:0E:47:9E:48,Integrated-Cable1/0/0-downstream0,none,603,QAM-256,Online,N/A,-1.7,N/A,39.7,39.7,0.2,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3034,48:4B:D4:47:6E:54,Integrated-Cable1/0/3-downstream15,none,693,QAM-256,Online,N/A,-5.7,N/A,39.7,39.7,0.3,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3035,48:4B:D4:47:6E:54,Integrated-Cable1/0/3-downstream16,none,699,QAM-256,Online,N/A,-5.7,N/A,39.6,39.7,0.4,0,0,28,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3036,48:4B:D4:47:6E:54,Integrated-Cable1/0/3-downstream19,none,717,QAM-256,Online,N/A,-5.7,N/A,39.7,39.7,0.3,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3037,48:4B:D4:47:6E:54,Integrated-Cable1/0/3-downstream20,none,723,QAM-256,Online,N/A,-5.6,N/A,39.8,39.7,0.3,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3038,58:2F:F7:9A:18:5D,Integrated-Cable1/0/3-downstream2,none,615,QAM-256,Online,N/A,6.2,N/A,39.7,39.7,0.1,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3039,58:2F:F7:9A:18:5D,Integrated-Cable1/0/3-downstream3,none,621,QAM-256,Online,N/A,6.2,N/A,39.7,39.7,0.1,0,0,32,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3040,58:2F:F7:9A:18:5D,Integrated-Cable1/0/3-downstream4,none,627,QAM-256,Online,N/A,6.1,N/A,39.8,39.7,0.1,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3041,58:2F:F7:9A:18:5D,Integrated-Cable1/0/3-downstream5,none,633,QAM-256,Online,N/A,6.1,N/A,39.8,39.7,0.1,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3042,58:2F:F7:9A:18:5D,Integrated-Cable1/0/3-downstream8,none,651,QAM-256,Online,N/A,5.8,N/A,39.6,39.7,0.1,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3043,58:2F:F7:9A:18:5D,Integrated-Cable1/0/3-downstream9,none,657,QAM-256,Online,N/A,5.6,N/A,39.6,39.7,0.1,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3044,58:2F:F7:9A:18:5D,Integrated-Cable1/0/3-downstream11,none,669,QAM-256,Online,N/A,5.6,N/A,39.7,39.7,0.1,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3045,58:2F:F7:9A:18:5D,Integrated-Cable1/0/3-downstream13,none,681,QAM-256,Online,N/A,5.6,N/A,39.7,39.7,0.1,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3046,10:D7:B0:F5:F3:3D,Integrated-Cable1/0/3-downstream29,none,825,QAM-256,Online,N/A,-2.9,N/A,39.7,39.7,0.1,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3047,48:4B:D4:41:E3:84,Integrated-Cable1/0/3-downstream1,none,609,QAM-256,Online,N/A,3.6,N/A,39.7,39.7,0,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3048,48:4B:D4:41:E3:84,Integrated-Cable1/0/3-downstream2,none,615,QAM-256,Online,N/A,3.6,N/A,39.7,39.7,0.1,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3049,48:4B:D4:41:E3:84,Integrated-Cable1/0/3-downstream3,none,621,QAM-256,Online,N/A,3.7,N/A,39.8,39.7,0.1,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3050,48:4B:D4:41:E3:84,Integrated-Cable1/0/3-downstream6,none,639,QAM-256,Online,N/A,3.5,N/A,39.8,39.7,0.1,0,0,28,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3051,8C:FD:DE:91:7D:70,Integrated-Cable1/0/3-downstream27,none,813,QAM-256,Online,N/A,-4.6,N/A,39.7,39.7,0.1,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3052,90:9D:7D:F5:EC:D5,Integrated-Cable1/0/3-downstream30,none,831,QAM-256,Online,N/A,2.8,N/A,39.6,39.7,0.3,0,0,37,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3053,30:24:78:67:D9:78,Integrated-Cable1/0/3-downstream0,none,603,QAM-256,Online,N/A,4.8,N/A,39.7,39.7,0.1,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3054,30:24:78:67:D9:78,Integrated-Cable1/0/3-downstream1,none,609,QAM-256,Online,N/A,4.7,N/A,39.6,39.7,0.1,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3055,30:24:78:67:D9:78,Integrated-Cable1/0/3-downstream2,none,615,QAM-256,Online,N/A,4.9,N/A,39.7,39.7,0.1,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3056,30:24:78:67:D9:78,Integrated-Cable1/0/3-downstream3,none,621,QAM-256,Online,N/A,4.9,N/A,39.7,39.7,0.1,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3057,30:24:78:67:D9:78,Integrated-Cable1/0/3-downstream4,none,627,QAM-256,Online,N/A,4.7,N/A,39.7,39.7,0.1,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3058,30:24:78:67:D9:78,Integrated-Cable1/0/3-downstream5,none,633,QAM-256,Online,N/A,4.7,N/A,39.7,39.7,0.1,0,0,28,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3059,30:24:78:67:D9:78,Integrated-Cable1/0/3-downstream6,none,639,QAM-256,Online,N/A,4.7,N/A,39.8,39.7,0.2,0,0,28,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3060,30:24:78:67:D9:78,Integrated-Cable1/0/3-downstream8,none,651,QAM-256,Online,N/A,4.8,N/A,39.7,39.7,0.1,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3061,84:01:12:2E:02:9D,Integrated-Cable1/0/3-downstream19,none,717,QAM-256,Online,N/A,4.5,N/A,39.7,39.7,0.4,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3062,84:01:12:2E:02:9D,Integrated-Cable1/0/3-downstream22,none,735,QAM-256,Online,N/A,4.3,N/A,39.7,39.7,0.4,0,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3063,84:01:12:2E:02:9D,Integrated-Cable1/0/3-downstream24,none,747,QAM-256,Online,N/A,4.1,N/A,39.7,39.7,0.4,0,0,32,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3064,60:D2:48:83:64:2F,Integrated-Cable1/0/3-downstream9,none,657,QAM-256,Online,N/A,4.3,N/A,39.8,39.7,0.1,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3065,60:D2:48:83:64:2F,Integrated-Cable1/0/3-downstream10,none,663,QAM-256,Online,N/A,3.7,N/A,39.7,39.7,0.1,0,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3066,60:D2:48:83:64:2F,Integrated-Cable1/0/3-downstream11,none,669,QAM-256,Online,N/A,3.8,N/A,39.7,39.7,0.1,0,0,35,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3067,50:75:F1:F4:BD:DE,Integrated-Cable1/0/3-downstream1,none,609,QAM-256,Online,N/A,1.7,N/A,39.7,39.7,0.1,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3068,50:75:F1:F4:BD:DE,Integrated-Cable1/0/3-downstream2,none,615,QAM-256,Online,N/A,1.7,N/A,39.7,39.7,0,0,0,35,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3069,50:75:F1:F4:BD:DE,Integrated-Cable1/0/3-downstream3,none,621,QAM-256,Online,N/A,1.6,N/A,39.7,39.7,0.1,0,0,36,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3070,50:75:F1:F4:BD:DE,Integrated-Cable1/0/3-downstream4,none,627,QAM-256,Online,N/A,1.7,N/A,39.7,39.7,0,0,0,35,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3071,50:75:F1:F4:BD:DE,Integrated-Cable1/0/3-downstream5,none,633,QAM-256,Online,N/A,1.7,N/A,39.7,39.7,0,0,0,36,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
